episode,reward,length,success,collisions,battery,epsilon
1151,36.39999999999994,147,1,4,147.0,0.31645463417195824
1152,41.59999999999994,95,1,4,95.0,0.3161381795377863
1153,48.99999999999988,119,1,2,119.0,0.3158220413582485
1154,49.999999999999915,109,1,2,109.0,0.3155062193168902
1155,54.199999999999925,116,1,1,116.0,0.31519071309757335
1156,38.39999999999997,127,1,4,127.0,0.3148755223844758
1157,41.39999999999995,146,1,3,146.0,0.31456064686209134
1158,50.19999999999997,107,1,2,107.0,0.31424608621522926
1159,41.79999999999987,142,1,3,142.0,0.31393184012901404
1160,15.19999999999996,163,1,8,163.0,0.31361790828888503
1161,53.39999999999988,124,1,1,124.0,0.31330429038059615
1162,38.59999999999996,125,1,4,125.0,0.31299098609021553
1163,44.79999999999987,161,1,2,161.0,0.3126779951041253
1164,24.79999999999996,165,1,6,165.0,0.31236531710902116
1165,11.20000000000002,154,1,9,154.0,0.3120529517919121
1166,26.399999999999984,149,1,6,149.0,0.3117408988401202
1167,47.39999999999987,135,1,2,135.0,0.31142915794128007
1168,37.59999999999995,135,1,4,135.0,0.31111772878333877
1169,40.5999999999999,154,1,3,154.0,0.3108066110545554
1170,50.1999999999999,107,1,2,107.0,0.3104958044435009
1171,42.199999999999946,138,1,3,138.0,0.3101853086390574
1172,37.19999999999997,139,1,4,139.0,0.30987512333041833
1173,50.199999999999946,107,1,2,107.0,0.3095652482070879
1174,33.399999999999956,128,1,5,128.0,0.30925568295888084
1175,42.79999999999991,181,1,2,181.0,0.308946427275922
1176,52.39999999999989,134,1,1,134.0,0.30863748084864606
1177,38.59999999999993,125,1,4,125.0,0.3083288433677974
1178,45.39999999999991,106,1,3,106.0,0.30802051452442963
1179,47.39999999999991,135,1,2,135.0,0.3077124940099052
1180,37.1999999999999,139,1,4,139.0,0.3074047815158953
1181,40.79999999999994,152,1,3,152.0,0.30709737673437937
1182,46.599999999999895,143,1,2,143.0,0.30679027935764497
1183,25.79999999999999,155,1,6,155.0,0.3064834890782873
1184,29.999999999999986,162,1,5,162.0,0.306177005589209
1185,50.399999999999935,105,1,2,105.0,0.3058708285836198
1186,47.9999999999999,129,1,2,129.0,0.30556495775503617
1187,53.399999999999906,124,1,1,124.0,0.30525939279728115
1188,40.39999999999999,156,1,3,156.0,0.30495413340448385
1189,32.59999999999991,136,1,5,136.0,0.3046491792710794
1190,42.799999999999955,132,1,3,132.0,0.3043445300918083
1191,30.200000000000003,160,1,5,160.0,0.30404018556171647
1192,54.19999999999988,116,1,1,116.0,0.30373614537615473
1193,60.79999999999992,99,1,0,99.0,0.3034324092307786
1194,45.59999999999996,104,1,3,104.0,0.3031289768215478
1195,35.59999999999992,106,1,5,106.0,0.30282584784472627
1196,41.19999999999989,148,1,3,148.0,0.3025230219968815
1197,59.599999999999895,111,1,0,111.0,0.3022204989748846
1198,35.599999999999966,155,1,4,155.0,0.30191827847590974
1199,41.99999999999994,140,1,3,140.0,0.3016163601974338
1200,37.99999999999993,131,1,4,131.0,0.3013147438372364
1201,39.59999999999987,164,1,3,164.0,0.3010134290933992
1202,-90.99999999999987,245,1,28,245.0,0.3007124156643058
1203,42.799999999999905,132,1,3,132.0,0.30041170324864147
1204,44.19999999999994,118,1,3,118.0,0.30011129154539284
1205,20.60000000000001,158,1,7,158.0,0.29981118025384745
1206,28.999999999999986,123,1,6,123.0,0.2995113690735936
1207,59.599999999999895,111,1,0,111.0,0.29921185770452
1208,44.39999999999996,116,1,3,116.0,0.2989126458468155
1209,48.199999999999925,127,1,2,127.0,0.2986137332009687
1210,40.39999999999991,156,1,3,156.0,0.29831511946776773
1211,48.39999999999994,125,1,2,125.0,0.29801680434829997
1212,34.79999999999997,163,1,4,163.0,0.29771878754395165
1213,41.7999999999999,142,1,3,142.0,0.29742106875640767
1214,58.59999999999988,121,1,0,121.0,0.29712364768765126
1215,53.39999999999992,124,1,1,124.0,0.2968265240399636
1216,49.599999999999866,162,1,1,162.0,0.2965296975159237
1217,33.19999999999989,130,1,5,130.0,0.29623316781840775
1218,47.79999999999995,131,1,2,131.0,0.29593693465058934
1219,32.999999999999964,132,1,5,132.0,0.29564099771593877
1220,39.39999999999993,117,1,4,117.0,0.2953453567182228
1221,32.000000000000014,142,1,5,142.0,0.2950500113615046
1222,31.80000000000001,144,1,5,144.0,0.2947549613501431
1223,55.99999999999991,98,1,1,98.0,0.294460206388793
1224,49.39999999999991,115,1,2,115.0,0.2941657461824042
1225,47.59999999999986,133,1,2,133.0,0.2938715804362218
1226,46.59999999999995,143,1,2,143.0,0.2935777088557856
1227,44.19999999999992,167,1,2,167.0,0.2932841311469298
1228,27.799999999999933,135,1,6,135.0,0.2929908470157829
1229,36.79999999999996,143,1,4,143.0,0.2926978561687671
1230,44.19999999999996,118,1,3,118.0,0.29240515831259833
1231,50.3999999999999,105,1,2,105.0,0.29211275315428575
1232,25.00000000000002,163,1,6,163.0,0.2918206404011315
1233,29.599999999999987,117,1,6,117.0,0.29152881976073036
1234,53.799999999999905,120,1,1,120.0,0.2912372909409696
1235,52.999999999999915,128,1,1,128.0,0.2909460536500286
1236,35.39999999999997,157,1,4,157.0,0.2906551075963786
1237,38.99999999999993,170,1,3,170.0,0.2903644524887822
1238,42.999999999999936,130,1,3,130.0,0.2900740880362934
1239,54.79999999999988,110,1,1,110.0,0.28978401394825715
1240,42.59999999999995,134,1,3,134.0,0.2894942299343089
1241,39.39999999999992,117,1,4,117.0,0.2892047357043746
1242,42.39999999999996,136,1,3,136.0,0.28891553096867023
1243,42.99999999999987,130,1,3,130.0,0.2886266154377016
1244,43.19999999999988,128,1,3,128.0,0.28833798882226386
1245,17.20000000000001,143,1,8,143.0,0.2880496508334416
1246,51.599999999999895,142,1,1,142.0,0.28776160118260813
1247,47.999999999999886,129,1,2,129.0,0.2874738395814255
1248,48.99999999999992,119,1,2,119.0,0.2871863657418441
1249,43.799999999999926,122,1,3,122.0,0.28689917937610226
1250,43.7999999999999,122,1,3,122.0,0.2866122801967262
1251,31.799999999999997,144,1,5,144.0,0.28632566791652947
1252,43.79999999999992,122,1,3,122.0,0.28603934224861294
1253,32.99999999999996,132,1,5,132.0,0.2857533029063643
1254,30.3999999999999,158,1,5,158.0,0.28546754960345794
1255,54.9999999999999,108,1,1,108.0,0.2851820820538545
1256,57.999999999999915,127,1,0,127.0,0.2848968999718006
1257,35.59999999999998,106,1,5,106.0,0.2846120030718288
1258,57.39999999999986,133,1,0,133.0,0.284327391068757
1259,-72.89999999999985,300,0,17,300.0,0.2840430636776882
1260,42.99999999999994,130,1,3,130.0,0.28375902061401054
1261,58.39999999999989,123,1,0,123.0,0.28347526159339653
1262,41.999999999999964,140,1,3,140.0,0.28319178633180314
1263,58.59999999999991,121,1,0,121.0,0.28290859454547135
1264,51.59999999999988,142,1,1,142.0,0.28262568595092585
1265,53.3999999999999,124,1,1,124.0,0.2823430602649749
1266,53.1999999999999,126,1,1,126.0,0.28206071720470993
1267,31.199999999999967,150,1,5,150.0,0.2817786564875052
1268,35.19999999999986,159,1,4,159.0,0.28149687783101773
1269,36.599999999999866,145,1,4,145.0,0.2812153809531867
1270,42.599999999999916,134,1,3,134.0,0.28093416557223355
1271,36.19999999999993,149,1,4,149.0,0.2806532314066613
1272,53.79999999999988,120,1,1,120.0,0.2803725781752547
1273,46.199999999999875,147,1,2,147.0,0.2800922055970794
1274,54.599999999999895,112,1,1,112.0,0.2798121133914823
1275,53.79999999999994,120,1,1,120.0,0.2795323012780908
1276,55.1999999999999,106,1,1,106.0,0.2792527689768127
1277,51.799999999999855,140,1,1,140.0,0.2789735162078359
1278,38.199999999999974,129,1,4,129.0,0.2786945426916281
1279,35.399999999999906,157,1,4,157.0,0.27841584814893644
1280,16.599999999999916,149,1,8,149.0,0.2781374323007875
1281,34.199999999999925,120,1,5,120.0,0.27785929486848676
1282,28.199999999999992,131,1,6,131.0,0.27758143557361825
1283,48.39999999999988,125,1,2,125.0,0.27730385413804465
1284,54.39999999999992,114,1,1,114.0,0.2770265502839066
1285,49.79999999999983,160,1,1,160.0,0.2767495237336227
1286,31.800000000000026,144,1,5,144.0,0.2764727742098891
1287,49.19999999999992,117,1,2,117.0,0.2761963014356792
1288,44.399999999999935,165,1,2,165.0,0.27592010513424353
1289,27.800000000000004,135,1,6,135.0,0.2756441850291093
1290,33.39999999999996,128,1,5,128.0,0.2753685408440802
1291,41.19999999999992,148,1,3,148.0,0.2750931723032361
1292,41.599999999999916,144,1,3,144.0,0.27481807913093287
1293,34.19999999999997,120,1,5,120.0,0.27454326105180193
1294,36.19999999999993,149,1,4,149.0,0.2742687177907501
1295,55.199999999999896,106,1,1,106.0,0.2739944490729594
1296,53.399999999999935,124,1,1,124.0,0.27372045462388644
1297,59.79999999999989,109,1,0,109.0,0.2734467341692626
1298,47.79999999999993,131,1,2,131.0,0.27317328743509334
1299,53.79999999999992,120,1,1,120.0,0.27290011414765825
1300,60.3999999999999,103,1,0,103.0,0.2726272140335106
1301,54.9999999999999,108,1,1,108.0,0.27235458681947705
1302,28.799999999999905,125,1,6,125.0,0.2720822322326576
1303,55.799999999999926,100,1,1,100.0,0.2718101500004249
1304,20.60000000000003,158,1,7,158.0,0.27153833985042447
1305,3.799999999999976,130,1,11,130.0,0.27126680151057403
1306,49.59999999999991,113,1,2,113.0,0.27099553470906346
1307,51.99999999999989,138,1,1,138.0,0.2707245391743544
1308,51.99999999999989,138,1,1,138.0,0.27045381463518003
1309,58.19999999999991,125,1,0,125.0,0.27018336082054484
1310,49.3999999999999,115,1,2,115.0,0.2699131774597243
1311,43.199999999999946,128,1,3,128.0,0.2696432642822646
1312,34.59999999999998,116,1,5,116.0,0.26937362101798235
1313,30.999999999999993,103,1,6,103.0,0.26910424739696437
1314,37.19999999999991,139,1,4,139.0,0.2688351431495674
1315,59.79999999999988,109,1,0,109.0,0.26856630800641784
1316,20.60000000000003,158,1,7,158.0,0.2682977416984114
1317,49.59999999999996,113,1,2,113.0,0.268029443956713
1318,39.59999999999991,115,1,4,115.0,0.2677614145127563
1319,52.19999999999988,136,1,1,136.0,0.2674936530982436
1320,57.59999999999987,131,1,0,131.0,0.26722615944514533
1321,46.599999999999945,94,1,3,94.0,0.2669589332857002
1322,44.79999999999991,112,1,3,112.0,0.2666919743524145
1323,27.99999999999999,133,1,6,133.0,0.26642528237806207
1324,43.5999999999999,124,1,3,124.0,0.266158857095684
1325,14.400000000000036,171,1,8,171.0,0.2658926982385883
1326,38.79999999999995,123,1,4,123.0,0.26562680554034973
1327,45.9999999999999,100,1,3,100.0,0.26536117873480936
1328,26.4,149,1,6,149.0,0.26509581755607453
1329,50.999999999999886,148,1,1,148.0,0.26483072173851846
1330,48.79999999999992,170,1,1,170.0,0.26456589101677996
1331,48.59999999999987,123,1,2,123.0,0.2643013251257632
1332,58.39999999999991,123,1,0,123.0,0.2640370238006374
1333,29.600000000000016,166,1,5,166.0,0.2637729867768368
1334,48.79999999999989,121,1,2,121.0,0.26350921379006
1335,53.3999999999999,124,1,1,124.0,0.26324570457626995
1336,32.999999999999915,132,1,5,132.0,0.2629824588716937
1337,46.19999999999991,147,1,2,147.0,0.262719476412822
1338,28.99999999999997,123,1,6,123.0,0.2624567569364092
1339,37.19999999999998,139,1,4,139.0,0.26219430017947276
1340,34.39999999999998,118,1,5,118.0,0.2619321058792933
1341,55.5999999999999,102,1,1,102.0,0.261670173773414
1342,35.99999999999986,151,1,4,151.0,0.2614085035996406
1343,49.99999999999991,109,1,2,109.0,0.26114709509604095
1344,53.799999999999876,120,1,1,120.0,0.2608859480009449
1345,50.19999999999989,107,1,2,107.0,0.26062506205294395
1346,36.59999999999996,145,1,4,145.0,0.260364436990891
1347,41.799999999999926,142,1,3,142.0,0.2601040725539001
1348,61.59999999999992,91,1,0,91.0,0.2598439684813462
1349,54.999999999999886,108,1,1,108.0,0.2595841245128649
1350,39.79999999999994,113,1,4,113.0,0.259324540388352
1351,56.39999999999985,143,1,0,143.0,0.25906521584796366
1352,55.99999999999991,98,1,1,98.0,0.2588061506321157
1353,50.39999999999994,105,1,2,105.0,0.2585473444814836
1354,27.999999999999986,133,1,6,133.0,0.2582887971370021
1355,44.59999999999989,114,1,3,114.0,0.2580305083398651
1356,45.59999999999994,104,1,3,104.0,0.2577724778315252
1357,40.39999999999984,156,1,3,156.0,0.25751470535369364
1358,-8.900000000000096,300,0,6,300.0,0.25725719064833996
1359,-43.500000000000306,300,0,11,300.0,0.2569999334576916
1360,61.599999999999916,91,1,0,91.0,0.25674293352423394
1361,24.400000000000016,120,1,7,120.0,0.2564861905907097
1362,25.200000000000035,161,1,6,161.0,0.256229704400119
1363,43.799999999999876,122,1,3,122.0,0.25597347469571885
1364,41.79999999999987,142,1,3,142.0,0.25571750122102316
1365,43.19999999999989,128,1,3,128.0,0.25546178371980216
1366,49.59999999999993,113,1,2,113.0,0.25520632193608234
1367,41.99999999999997,140,1,3,140.0,0.25495111561414624
1368,44.79999999999986,161,1,2,161.0,0.2546961644985321
1369,47.99999999999988,129,1,2,129.0,0.2544414683340336
1370,54.79999999999991,110,1,1,110.0,0.25418702686569955
1371,39.19999999999996,119,1,4,119.0,0.25393283983883386
1372,26.99999999999997,143,1,6,143.0,0.25367890699899504
1373,44.79999999999992,112,1,3,112.0,0.253425228091996
1374,44.599999999999916,114,1,3,114.0,0.253171802863904
1375,60.79999999999991,99,1,0,99.0,0.2529186310610401
1376,47.7999999999999,131,1,2,131.0,0.2526657124299791
1377,38.799999999999905,123,1,4,123.0,0.2524130467175491
1378,55.39999999999991,104,1,1,104.0,0.2521606336708316
1379,47.39999999999993,135,1,2,135.0,0.25190847303716074
1380,32.399999999999984,187,1,4,187.0,0.25165656456412355
1381,41.79999999999994,142,1,3,142.0,0.25140490799955945
1382,54.99999999999989,108,1,1,108.0,0.25115350309155987
1383,28.59999999999996,176,1,5,176.0,0.2509023495884683
1384,43.59999999999988,124,1,3,124.0,0.25065144723887983
1385,54.5999999999999,112,1,1,112.0,0.25040079579164093
1386,52.79999999999987,130,1,1,130.0,0.2501503949958493
1387,56.19999999999991,96,1,1,96.0,0.24990024460085344
1388,56.399999999999935,94,1,1,94.0,0.24965034435625258
1389,37.79999999999993,133,1,4,133.0,0.24940069401189632
1390,48.19999999999992,127,1,2,127.0,0.24915129331788444
1391,24.79999999999999,116,1,7,116.0,0.24890214202456656
1392,52.59999999999993,132,1,1,132.0,0.248653239882542
1393,43.79999999999993,122,1,3,122.0,0.24840458664265946
1394,44.599999999999945,114,1,3,114.0,0.2481561820560168
1395,59.59999999999988,111,1,0,111.0,0.2479080258739608
1396,46.99999999999992,90,1,3,90.0,0.24766011784808684
1397,37.59999999999991,135,1,4,135.0,0.24741245773023876
1398,52.19999999999986,136,1,1,136.0,0.24716504527250852
1399,50.99999999999988,148,1,1,148.0,0.24691788022723601
1400,43.9999999999999,120,1,3,120.0,0.24667096234700878
1401,45.59999999999996,104,1,3,104.0,0.24642429138466176
1402,59.399999999999885,113,1,0,113.0,0.2461778670932771
1403,60.99999999999991,97,1,0,97.0,0.24593168922618383
1404,42.59999999999988,134,1,3,134.0,0.24568575753695765
1405,62.19999999999993,85,1,0,85.0,0.2454400717794207
1406,50.59999999999993,103,1,2,103.0,0.24519463170764128
1407,44.399999999999906,116,1,3,116.0,0.24494943707593364
1408,41.3999999999999,146,1,3,146.0,0.24470448763885772
1409,49.19999999999989,117,1,2,117.0,0.24445978315121886
1410,46.99999999999995,90,1,3,90.0,0.24421532336806764
1411,51.999999999999915,138,1,1,138.0,0.24397110804469957
1412,54.79999999999988,110,1,1,110.0,0.24372713693665488
1413,53.99999999999989,118,1,1,118.0,0.24348340979971822
1414,32.39999999999999,138,1,5,138.0,0.2432399263899185
1415,59.59999999999989,111,1,0,111.0,0.2429966864635286
1416,49.39999999999992,115,1,2,115.0,0.24275368977706507
1417,43.7999999999999,122,1,3,122.0,0.24251093608728802
1418,55.999999999999915,98,1,1,98.0,0.24226842515120073
1419,40.39999999999998,107,1,4,107.0,0.24202615672604952
1420,55.9999999999999,98,1,1,98.0,0.24178413056932346
1421,44.199999999999925,118,1,3,118.0,0.24154234643875414
1422,31.400000000000006,148,1,5,148.0,0.24130080409231539
1423,55.3999999999999,104,1,1,104.0,0.24105950328822306
1424,55.7999999999999,100,1,1,100.0,0.24081844378493483
1425,44.99999999999992,110,1,3,110.0,0.2405776253411499
1426,36.39999999999992,147,1,4,147.0,0.24033704771580874
1427,53.3999999999999,124,1,1,124.0,0.24009671066809293
1428,49.399999999999956,115,1,2,115.0,0.23985661395742483
1429,60.99999999999991,97,1,0,97.0,0.2396167573434674
1430,44.19999999999991,118,1,3,118.0,0.23937714058612394
1431,49.99999999999993,109,1,2,109.0,0.23913776344553783
1432,45.199999999999875,157,1,2,157.0,0.2388986256820923
1433,59.99999999999991,107,1,0,107.0,0.2386597270564102
1434,60.59999999999993,101,1,0,101.0,0.23842106732935378
1435,51.99999999999993,89,1,2,89.0,0.23818264626202443
1436,39.199999999999925,119,1,4,119.0,0.2379444636157624
1437,47.79999999999986,131,1,2,131.0,0.23770651915214663
1438,53.79999999999988,120,1,1,120.0,0.2374688126329945
1439,38.99999999999996,121,1,4,121.0,0.23723134382036148
1440,58.19999999999989,125,1,0,125.0,0.23699411247654112
1441,28.999999999999964,123,1,6,123.0,0.23675711836406457
1442,54.39999999999989,114,1,1,114.0,0.2365203612457005
1443,52.199999999999925,136,1,1,136.0,0.2362838408844548
1444,51.59999999999993,93,1,2,93.0,0.23604755704357036
1445,49.599999999999916,113,1,2,113.0,0.2358115094865268
1446,41.39999999999998,97,1,4,97.0,0.23557569797704025
1447,60.19999999999991,105,1,0,105.0,0.2353401222790632
1448,34.39999999999994,118,1,5,118.0,0.23510478215678413
1449,49.999999999999915,109,1,2,109.0,0.23486967737462733
1450,51.39999999999993,95,1,2,95.0,0.2346348076972527
1451,51.199999999999974,97,1,2,97.0,0.23440017288955545
1452,58.799999999999876,119,1,0,119.0,0.2341657727166659
1453,46.399999999999956,96,1,3,96.0,0.2339316069439492
1454,59.999999999999936,107,1,0,107.0,0.23369767533700525
1455,43.5999999999999,124,1,3,124.0,0.23346397766166824
1456,51.59999999999991,93,1,2,93.0,0.23323051368400657
1457,52.79999999999987,130,1,1,130.0,0.23299728317032256
1458,56.39999999999991,94,1,1,94.0,0.23276428588715223
1459,29.999999999999986,113,1,6,113.0,0.23253152160126508
1460,47.999999999999964,129,1,2,129.0,0.23229899007966381
1461,46.99999999999993,139,1,2,139.0,0.23206669108958414
1462,30.59999999999996,156,1,5,156.0,0.23183462439849456
1463,48.19999999999992,127,1,2,127.0,0.23160278977409607
1464,59.39999999999989,113,1,0,113.0,0.23137118698432196
1465,43.79999999999992,122,1,3,122.0,0.23113981579733764
1466,44.999999999999964,110,1,3,110.0,0.2309086759815403
1467,36.99999999999994,141,1,4,141.0,0.23067776730555875
1468,50.79999999999993,101,1,2,101.0,0.23044708953825319
1469,55.199999999999896,106,1,1,106.0,0.23021664244871493
1470,46.599999999999966,94,1,3,94.0,0.22998642580626621
1471,48.9999999999999,119,1,2,119.0,0.22975643938045995
1472,45.59999999999994,104,1,3,104.0,0.2295266829410795
1473,57.39999999999991,84,1,1,84.0,0.22929715625813843
1474,44.199999999999946,118,1,3,118.0,0.2290678591018803
1475,48.59999999999992,123,1,2,123.0,0.22883879124277842
1476,44.59999999999991,114,1,3,114.0,0.22860995245153565
1477,18.600000000000016,129,1,8,129.0,0.22838134249908412
1478,58.799999999999926,119,1,0,119.0,0.22815296115658504
1479,49.79999999999992,111,1,2,111.0,0.22792480819542846
1480,47.799999999999905,131,1,2,131.0,0.22769688338723304
1481,59.79999999999991,109,1,0,109.0,0.22746918650384582
1482,61.19999999999991,95,1,0,95.0,0.22724171731734197
1483,50.99999999999994,99,1,2,99.0,0.22701447560002463
1484,37.799999999999955,133,1,4,133.0,0.2267874611244246
1485,39.59999999999999,115,1,4,115.0,0.22656067366330018
1486,36.39999999999992,147,1,4,147.0,0.22633411298963688
1487,45.99999999999989,149,1,2,149.0,0.22610777887664724
1488,38.9999999999999,121,1,4,121.0,0.22588167109777058
1489,56.19999999999993,145,1,0,145.0,0.2256557894266728
1490,51.399999999999956,95,1,2,95.0,0.22543013363724612
1491,55.999999999999915,98,1,1,98.0,0.22520470350360888
1492,54.79999999999991,110,1,1,110.0,0.2249794988001053
1493,44.9999999999999,159,1,2,159.0,0.2247545193013052
1494,55.3999999999999,104,1,1,104.0,0.22452976478200387
1495,53.799999999999905,120,1,1,120.0,0.22430523501722185
1496,45.79999999999991,102,1,3,102.0,0.22408092978220462
1497,55.79999999999992,100,1,1,100.0,0.2238568488524224
1498,46.99999999999995,139,1,2,139.0,0.22363299200356998
1499,33.999999999999936,122,1,5,122.0,0.22340935901156642
1500,47.79999999999993,131,1,2,131.0,0.22318594965255484
1501,60.99999999999991,97,1,0,97.0,0.22296276370290227
1502,61.59999999999991,91,1,0,91.0,0.22273980093919937
1503,47.99999999999995,129,1,2,129.0,0.22251706113826017
1504,46.99999999999988,139,1,2,139.0,0.2222945440771219
1505,48.3999999999999,125,1,2,125.0,0.22207224953304477
1506,47.999999999999886,129,1,2,129.0,0.22185017728351172
1507,60.799999999999905,99,1,0,99.0,0.2216283271062282
1508,39.79999999999997,113,1,4,113.0,0.22140669877912197
1509,47.199999999999946,137,1,2,137.0,0.22118529208034285
1510,50.19999999999991,107,1,2,107.0,0.2209641067882625
1511,49.5999999999999,113,1,2,113.0,0.22074314268147424
1512,61.79999999999991,89,1,0,89.0,0.22052239953879277
1513,39.39999999999998,117,1,4,117.0,0.22030187713925398
1514,55.799999999999926,100,1,1,100.0,0.22008157526211472
1515,39.59999999999995,115,1,4,115.0,0.2198614936868526
1516,46.999999999999936,90,1,3,90.0,0.21964163219316574
1517,44.799999999999955,112,1,3,112.0,0.21942199056097256
1518,44.79999999999991,112,1,3,112.0,0.2192025685704116
1519,54.7999999999999,110,1,1,110.0,0.21898336600184118
1520,50.59999999999992,103,1,2,103.0,0.21876438263583933
1521,45.19999999999998,108,1,3,108.0,0.21854561825320348
1522,49.399999999999935,115,1,2,115.0,0.21832707263495027
1523,56.59999999999993,92,1,1,92.0,0.21810874556231533
1524,-3.000000000000119,198,1,11,198.0,0.217890636816753
1525,24.400000000000023,169,1,6,169.0,0.21767274617993623
1526,38.199999999999925,129,1,4,129.0,0.2174550734337563
1527,39.39999999999996,117,1,4,117.0,0.21723761836032254
1528,55.59999999999992,102,1,1,102.0,0.21702038074196223
1529,46.3999999999999,145,1,2,145.0,0.21680336036122028
1530,17.800000000000022,137,1,8,137.0,0.21658655700085905
1531,59.799999999999905,109,1,0,109.0,0.2163699704438582
1532,60.19999999999989,105,1,0,105.0,0.21615360047341434
1533,53.99999999999987,118,1,1,118.0,0.21593744687294092
1534,42.59999999999978,232,1,1,232.0,0.21572150942606796
1535,53.79999999999987,120,1,1,120.0,0.2155057879166419
1536,55.9999999999999,98,1,1,98.0,0.21529028212872525
1537,53.999999999999936,118,1,1,118.0,0.21507499184659654
1538,49.19999999999994,117,1,2,117.0,0.21485991685474995
1539,34.99999999999997,112,1,5,112.0,0.2146450569378952
1540,58.99999999999991,117,1,0,117.0,0.21443041188095732
1541,47.59999999999994,133,1,2,133.0,0.21421598146907636
1542,56.79999999999992,90,1,1,90.0,0.21400176548760727
1543,54.19999999999988,116,1,1,116.0,0.21378776372211966
1544,45.399999999999935,106,1,3,106.0,0.21357397595839755
1545,59.59999999999989,111,1,0,111.0,0.21336040198243916
1546,50.3999999999999,105,1,2,105.0,0.21314704158045672
1547,42.399999999999864,136,1,3,136.0,0.21293389453887626
1548,38.3999999999999,127,1,4,127.0,0.21272096064433738
1549,44.59999999999992,114,1,3,114.0,0.21250823968369303
1550,56.3999999999999,94,1,1,94.0,0.21229573144400934
1551,47.599999999999916,133,1,2,133.0,0.21208343571256533
1552,55.59999999999994,102,1,1,102.0,0.21187135227685275
1553,49.399999999999906,115,1,2,115.0,0.2116594809245759
1554,40.59999999999994,154,1,3,154.0,0.21144782144365132
1555,43.199999999999946,128,1,3,128.0,0.21123637362220768
1556,6.400000000000019,153,1,10,153.0,0.21102513724858546
1557,32.99999999999996,132,1,5,132.0,0.21081411211133688
1558,43.599999999999945,124,1,3,124.0,0.21060329799922556
1559,40.59999999999994,105,1,4,105.0,0.21039269470122635
1560,54.79999999999994,110,1,1,110.0,0.21018230200652513
1561,49.999999999999915,109,1,2,109.0,0.2099721197045186
1562,50.199999999999896,107,1,2,107.0,0.20976214758481407
1563,61.19999999999991,95,1,0,95.0,0.20955238543722926
1564,45.39999999999992,106,1,3,106.0,0.20934283305179202
1565,57.79999999999993,80,1,1,80.0,0.20913349021874023
1566,39.799999999999926,113,1,4,113.0,0.2089243567285215
1567,56.19999999999992,96,1,1,96.0,0.20871543237179296
1568,37.999999999999986,131,1,4,131.0,0.20850671693942116
1569,46.399999999999935,145,1,2,145.0,0.20829821022248174
1570,58.999999999999936,117,1,0,117.0,0.20808991201225926
1571,49.599999999999895,113,1,2,113.0,0.207881822100247
1572,48.399999999999935,125,1,2,125.0,0.20767394027814676
1573,39.39999999999998,117,1,4,117.0,0.2074662663378686
1574,54.7999999999999,110,1,1,110.0,0.20725880007153075
1575,46.59999999999987,143,1,2,143.0,0.20705154127145922
1576,49.39999999999996,115,1,2,115.0,0.20684448973018776
1577,44.599999999999916,114,1,3,114.0,0.20663764524045758
1578,48.7999999999999,121,1,2,121.0,0.20643100759521713
1579,24.799999999999997,116,1,7,116.0,0.20622457658762192
1580,51.39999999999991,95,1,2,95.0,0.2060183520110343
1581,34.79999999999997,114,1,5,114.0,0.20581233365902327
1582,44.799999999999955,112,1,3,112.0,0.20560652132536425
1583,49.399999999999885,115,1,2,115.0,0.20540091480403888
1584,52.79999999999992,130,1,1,130.0,0.20519551388923485
1585,47.399999999999906,135,1,2,135.0,0.20499031837534562
1586,50.799999999999905,101,1,2,101.0,0.20478532805697028
1587,44.99999999999991,110,1,3,110.0,0.2045805427289133
1588,49.19999999999987,117,1,2,117.0,0.20437596218618437
1589,60.399999999999906,103,1,0,103.0,0.2041715862239982
1590,60.59999999999992,101,1,0,101.0,0.2039674146377742
1591,54.799999999999905,110,1,1,110.0,0.20376344722313644
1592,55.39999999999989,104,1,1,104.0,0.2035596837759133
1593,39.39999999999995,117,1,4,117.0,0.20335612409213738
1594,43.199999999999946,128,1,3,128.0,0.20315276796804524
1595,43.999999999999936,120,1,3,120.0,0.2029496152000772
1596,52.3999999999999,134,1,1,134.0,0.20274666558487714
1597,50.39999999999989,105,1,2,105.0,0.20254391891929227
1598,47.99999999999987,129,1,2,129.0,0.20234137500037297
1599,52.59999999999989,132,1,1,132.0,0.20213903362537258
1600,60.3999999999999,103,1,0,103.0,0.2019368945917472
1601,36.99999999999993,141,1,4,141.0,0.20173495769715546
1602,42.99999999999993,130,1,3,130.0,0.2015332227394583
1603,30.999999999999872,152,1,5,152.0,0.20133168951671884
1604,48.799999999999955,121,1,2,121.0,0.20113035782720212
1605,40.79999999999994,152,1,3,152.0,0.20092922746937492
1606,55.19999999999992,106,1,1,106.0,0.20072829824190555
1607,58.99999999999992,117,1,0,117.0,0.20052756994366364
1608,49.999999999999915,109,1,2,109.0,0.20032704237371998
1609,58.7999999999999,119,1,0,119.0,0.20012671533134627
1610,45.599999999999916,104,1,3,104.0,0.19992658861601492
1611,50.199999999999946,107,1,2,107.0,0.19972666202739892
1612,52.399999999999864,134,1,1,134.0,0.19952693536537153
1613,50.19999999999996,107,1,2,107.0,0.19932740843000615
1614,51.99999999999996,89,1,2,89.0,0.19912808102157614
1615,58.399999999999885,123,1,0,123.0,0.19892895294055457
1616,53.1999999999999,126,1,1,126.0,0.19873002398761402
